Frequency,Avg_RCS
875025000.0,3.2245116666666673
903623000.0,3.1428299999999996
933156000.0,3.038642555555555
963654000.0,2.775672111111111
995149000.0,3.0731779999999995
1027670000.0,3.2947174444444443
1061260000.0,3.2869825555555554
1095940000.0,2.9738532222222225
1131760000.0,2.9582571111111116
1168750000.0,3.3708622222222218
1206950000.0,3.2579652222222224
1246400000.0,2.876619333333333
1287130000.0,3.0940724444444436
1329200000.0,3.326526555555555
1372640000.0,3.0908987777777774
1417500000.0,2.966338111111111
1463830000.0,3.3701777777777773
1511670000.0,3.1320678888888893
1561080000.0,3.0141278888888885
1612100000.0,3.2459706666666666
1664780000.0,3.170078777777778
1719190000.0,3.0605705555555556
1775380000.0,3.300141333333334
1833400000.0,2.997691
1893330000.0,3.2011804444444447
1955200000.0,3.0816483333333338
2019110000.0,3.1072326666666665
2085090000.0,3.2172308888888885
2153240000.0,3.0851869999999995
2223610000.0,3.1465507777777786
2296290000.0,3.0802633333333334
2371340000.0,3.1804277777777776
2448840000.0,3.103752222222222
2528870000.0,3.129449
2611520000.0,3.1645022222222225
2696870000.0,3.098208
2785020000.0,3.174076
2876040000.0,3.1072567777777773
2970030000.0,3.104438444444445
3067100000.0,3.1910082222222216
3167340000.0,3.134689
3270860000.0,3.1090752222222227
3377760000.0,3.1538288888888886
3488150000.0,3.161080111111111
3602160000.0,3.1296578888888886
3719880000.0,3.1333407777777773
3841460000.0,3.1110077777777785
3967010000.0,3.127909888888889
4096660000.0,3.1387450000000006
4230550000.0,3.149089666666667
4368810000.0,3.1384073333333338
4511600000.0,3.144674
4659050000.0,3.1328134444444444
4811320000.0,3.127182888888889
4968570000.0,3.1127448888888885
5130950000.0,3.116751333333333
5298640000.0,3.1265083333333332
5471820000.0,3.1419883333333334
5650650000.0,3.1451173333333333
5835330000.0,3.124826666666666
6026040000.0,3.1390786666666664
6222990000.0,3.151579222222222
6426370000.0,3.130689
6636400000.0,3.1435998888888887
6853300000.0,3.1421801111111116
7077280000.0,3.1498256666666657
7308590000.0,3.144980666666667
7547450000.0,3.1272456666666666
7794120000.0,3.1410524444444445
8048850000.0,3.1430248888888888
8311910000.0,3.1412358888888887
8583560000.0,3.1330152222222214
8864100000.0,3.136544444444444
9153800000.0,3.1335034444444445
9452970000.0,3.1393071111111106
9761920000.0,3.1466162222222227
10081000000.0,3.1402808888888893
10410400000.0,3.138608666666666
10750700000.0,3.1414662222222223
11102000000.0,3.1366709999999998
11464900000.0,3.146534111111111
11839600000.0,3.1349365555555555
12226500000.0,3.146938
12626100000.0,3.1445741111111114
13038800000.0,3.145896777777778
13464900000.0,3.1428910000000005
13905000000.0,3.1475591111111108
14359400000.0,3.147127555555556
14828700000.0,3.1385725555555553
15313400000.0,3.137937
15813900000.0,3.1388263333333333
16330700000.0,3.141262666666666
16864400000.0,3.139955222222222
17415600000.0,3.1337173333333332
17984800000.0,3.1412445555555566
18572600000.0,3.138742666666667
19179600000.0,3.137029333333333
19806400000.0,3.138768111111111
20453700000.0,3.1398532222222224
21122200000.0,3.1421278888888886
21812600000.0,3.134758333333333
22525500000.0,3.141490444444445
23261600000.0,3.1340033333333333
24021900000.0,3.1400427777777775
24807000000.0,3.142023555555556
25617700000.0,3.1401429999999992
26455000000.0,3.1376378888888894
27319600000.0,3.1383302222222222
28212500000.0,3.1415943333333334
29134600000.0,3.143494444444445
30086700000.0,3.1424581111111114
31070100000.0,3.1338892222222228
32085500000.0,3.1467527777777775
33134100000.0,3.143817333333333
34217100000.0,3.1333451111111112
35335400000.0,3.1418202222222225
36490200000.0,3.1339388888888884
37682800000.0,3.145366111111111
38914400000.0,3.1422042222222215
40186200000.0,3.1349657777777775
41499600000.0,3.149219444444445
42855900000.0,3.153556444444445
44256600000.0,3.1597988888888886
45703000000.0,3.1470569999999998
47196700000.0,3.1407994444444447
48739200000.0,3.1263050000000003
50332100000.0,3.1400129999999997
51977100000.0,3.140079111111111
53675800000.0,3.1310520000000004
55430100000.0,3.152449444444444
57241700000.0,3.160138666666666
59112500000.0,3.118148
61044400000.0,3.164063555555556
63039500000.0,3.1969177777777777
65099800000.0,3.1380296666666663
67227500000.0,3.1628444444444437
69424600000.0,3.148168333333334
71693600000.0,3.1178879999999998
74036700000.0,3.130177555555556
76456500000.0,3.189031222222223
78955300000.0,3.090607888888889
81535700000.0,3.127398222222223
84200500000.0,3.2348678888888887
86952400000.0,3.0913623333333335
89794200000.0,3.187040444444445
92729000000.0,3.075441777777777
95759600000.0,3.115385666666667
98889200000.0,3.1408430000000003
102121000000.0,3.1511642222222225
105459000000.0,3.100753777777778
108905000000.0,3.0352035555555563
112465000000.0,3.4082704444444443
116140000000.0,3.3000302222222215
119936000000.0,3.071212777777778
123856000000.0,2.9458489999999995
127904000000.0,3.0942713333333334
132084000000.0,3.277688222222223
136401000000.0,3.088872777777778
140859000000.0,3.1024994444444443
145463000000.0,3.6666043333333342
150217000000.0,3.4673688888888896
155126000000.0,2.9972488888888886
160196000000.0,3.390827777777779
165432000000.0,3.159113888888889
170838000000.0,3.741818444444445
176422000000.0,4.036721444444445
182188000000.0,2.420455111111111
188142000000.0,2.7090074444444445
194291000000.0,3.8426612222222216
200641000000.0,3.6595877777777774
207199000000.0,2.906965888888889
213970000000.0,3.894535111111111
220964000000.0,2.101897444444444
228185000000.0,4.385452222222222
235643000000.0,3.5288644444444444
243344000000.0,4.269993333333333
251297000000.0,3.7902152222222223
259510000000.0,3.900962888888888
267992000000.0,5.551166222222222
276751000000.0,4.048886222222222
285796000000.0,5.823625222222224
295136000000.0,6.7793998888888884
304782000000.0,2.713309
314743000000.0,3.027608888888889
325030000000.0,5.615597222222221
335652000000.0,0.8711759666666667
346622000000.0,1.5608473333333333
357951000000.0,8.602030333333333
369650000000.0,0.7552636888888888
381731000000.0,6.088939666666666
394207000000.0,1.1406282222222224
407090000000.0,0.7482994333333333
420395000000.0,4.163766888888889
434135000000.0,9.056791
448323000000.0,15.314586666666665
462976000000.0,0.2150069766666667
478107000000.0,9.170343333333333
493733000000.0,10.112037333333335
509869000000.0,2.3939413333333333
526533000000.0,15.505407777777776
543742000000.0,7.66206888888889
561513000000.0,10.368452555555557
579864000000.0,8.789725333333335
598816000000.0,7.8280286666666665
618387000000.0,4.94694711111111
638597000000.0,19.12210222222222
659468000000.0,15.296032222222223
681021000000.0,7.407602444444445
703279000000.0,4.948332333333334
726264000000.0,3.583753511111112
750000000000.0,16.078001444444443
